MlsNumber,PostalCode,Price,PropertyType,Address,Longitude,Latitude,BuildingType,Bathrooms,Bedrooms,Stories,Size,RealEstateCompany,ElectoralDiv,FullBedrooms,OtherRooms,HouseNumber,NumSum,LotArea
W4654216,M9B3L5,1550000,Single Family,"1023 KIPLING AVE|Toronto, Ontario M9B3L5",-79.536621,43.6454033,House,1.0,2,1.0,57.5 x 143.93 FT,RIGHT AT HOME REALTY INC.,Etobicoke--Lakeshore,2,0,1023.0,6.0,8275.975
W4654111,L6X2G9,679900,Single Family,"30 BURGBY AVE|Brampton, Ontario L6X2G9",-79.78122929999998,43.6764814,House,2.0,3 + 2,1.0,50.06 x 100.13 FT,ROYAL LEPAGE REALTY PLUS,Brampton West / Brampton-Ouest,3,2,30.0,3.0,5012.5078
W4653975,M9W3P8,844900,Single Family,"18 ESMOND CRES|Toronto, Ontario M9W3P8",-79.5443527,43.714966,House,3.0,3 + 2,1.5,50.33 x 105 FT,ROYAL LEPAGE SIGNATURE REALTY,Etobicoke North / Etobicoke-Nord,3,2,18.0,9.0,5284.65
W4653967,L6X3N2,715000,Single Family,"56 ECCLESTONE DR|Brampton, Ontario L6X3N2",-79.7836379,43.695607700000004,House,3.0,3,2.0,22.6 x 123.65 FT,ROYAL LEPAGE VENDEX REALTY,Brampton West / Brampton-Ouest,3,0,56.0,2.0,2794.4900000000002
W4653822,L7A2H1,939900,Single Family,"7 MEDITERRA DR|Brampton, Ontario L7A2H1",-79.81704570000002,43.68848870000001,House,4.0,4 + 3,2.0,39.37 x 84.32 FT,RE/MAX REALTY SERVICES INC.,Brampton West / Brampton-Ouest,4,3,7.0,7.0,3319.6783999999993
W4653842,L7A1W9,599000,Single Family,"27 ASHMERE RD|Brampton, Ontario L7A1W9",-79.813226,43.685505,House,3.0,3 + 1,2.0,26 x 90 FT,ROYAL LEPAGE FLOWER CITY REALTY,Brampton West / Brampton-Ouest,3,1,27.0,9.0,2340.0
W4653780,M9N2N3,1150000,Single Family,"274 GARY DR|Toronto, Ontario M9N2N3",-79.52529399999997,43.7098456,House,2.0,3 + 1,1.0,41.75 x 150 FT,SUTTON GROUP REALTY SYSTEMS INC.,York South--Weston / York-Sud--Weston,3,1,274.0,4.0,6262.5
W4653800,L6Y5Y7,1049000,Single Family,|,-79.7774629,43.66189979999999,House,4.0,4 + 1,2.0,37.77 x 96.78 FT,RE/MAX GOLD REALTY INC.,Brampton South / Brampton-Sud,4,1,,,3655.3806000000004
W4653713,L6T3G7,699900,Single Family,"14 DRAYTON CRES|Brampton, Ontario L6T3G7",-79.6935102,43.7182532,House,2.0,3,1.0,52.64 x 101.08 FT ; Narrows To Front (Four Sides Only),RE/MAX REALTY SERVICES INC.,Brampton Centre / Brampton-Centre,3,0,14.0,5.0,5320.8512
W4653424,L6Y0N7,1099900,Single Family,"2 FAHEY DR|Brampton, Ontario L6Y0N7",-79.7673454,43.6517876,House,4.0,4 + 1,2.0,54.04 x 90 FT,RE/MAX REAL ESTATE CENTRE INC.,Brampton South / Brampton-Sud,4,1,2.0,2.0,4863.6
W4653395,M6M3A6,839000,Single Family,|,-79.49752059999999,43.700945000000004,House,1.0,3,2.0,39.5 x 120 FT,SUTTON WEST REALTY INC.,York South--Weston / York-Sud--Weston,3,0,,,4740.0
W4653332,M8Z4M4,2289900,Single Family,"14 STOCKBRIDGE AVE|Toronto, Ontario M8Z4M4",-79.5186056,43.635241799999996,House,6.0,4 + 1,2.0,45 x 118 FT ; As Per Mpac,RIGHT AT HOME REALTY INC.,Etobicoke--Lakeshore,4,1,14.0,5.0,5310.0
W4653214,M9A3V6,1598000,Single Family,"378 THE KINGSWAY|Toronto, Ontario M9A3V6",-79.5304892,43.6676248,House,3.0,3,1.0,70 x 133.58 FT,RE/MAX PROFESSIONALS INC.,Etobicoke Centre / Etobicoke-Centre,3,0,378.0,9.0,9350.6
W4653202,L6W1R2,779000,Single Family,"72 ELDOMAR AVE|Brampton, Ontario L6W1R2",-79.7449165,43.6826616,House,2.0,3 + 2,1.0,92 x 68 FT,SAVE MAX SUPREME REAL ESTATE INC.,Brampton South / Brampton-Sud,3,2,72.0,9.0,6256.0
W4653183,M6N3Y5,650000,Single Family,"22 BLAKLEY AVE|Toronto, Ontario M6N3Y5",-79.4813851,43.67205670000001,House,2.0,2 + 1,1.0,27 x 94.5 FT,CENTURY 21 ATRIA REALTY INC.,York South--Weston / York-Sud--Weston,2,1,22.0,4.0,2551.5
W4653123,M6M3N6,1149900,Single Family,"193 KANE AVE|Toronto, Ontario M6M3N6",-79.4681253,43.686622799999995,House,4.0,4 + 2,2.0,25 x 100 FT,CITYSCAPE REAL ESTATE LTD.,York South--Weston / York-Sud--Weston,4,2,193.0,4.0,2500.0
W4653020,M9M1C7,799900,Single Family,"36 MELODY RD|Toronto, Ontario M9M1C7",-79.5320887,43.7193266,House,2.0,3 + 2,1.0,50 x 120 FT,RE/MAX ULTIMATE REALTY INC.,Humber River--Black Creek,3,2,36.0,9.0,6000.0
W4652995,L6X0J7,669800,Single Family,"4 WICKLOW RD|Brampton, Ontario L6X0J7",-79.801624,43.6774536,House,3.0,3,2.0,22.5 x 100.07 FT,RE/MAX REALTY SERVICES INC.,Brampton West / Brampton-Ouest,3,0,4.0,4.0,2251.575
W4652992,L6Y3A3,829900,Single Family,"85 PEELTON HEIGHTS RD|Brampton, Ontario L6Y3A3",-79.74550179999999,43.66145770000001,House,3.0,4,2.0,40.35 x 110.14 FT,KING REALTY INC.,Brampton South / Brampton-Sud,4,0,85.0,4.0,4444.149
W4652925,L7A1X7,799000,Single Family,"41 BRIARCROFT RD|Brampton, Ontario L7A1X7",-79.80596949999997,43.69553970000001,House,4.0,3 + 1,2.0,36.09 x 85.3 FT,RE/MAX WEST REALTY INC.,Brampton West / Brampton-Ouest,3,1,41.0,5.0,3078.4770000000003
W4652901,L5W1J6,1028000,Single Family,"1124 KNOTTY PINE GRVE|Mississauga, Ontario L5W1J6",-79.7340943,43.6342759,House,4.0,3,2.0,"44 x 110.53 FT ; 34.35 Ft Rear, Other Side 111.43 Ft",IPRO REALTY LTD.,Mississauga--Streetsville,3,0,1124.0,8.0,4863.32
W4652869,L6V3A9,699000,Single Family,"67 NEWLYN CRES|Brampton, Ontario L6V3A9",-79.768309,43.701158299999996,House,4.0,3 + 4,,30 x 100 FT,ROYAL STAR REALTY INC.,Brampton Centre / Brampton-Centre,3,4,67.0,4.0,3000.0
W4652851,M9N1C1,848000,Single Family,"14 DENISON RD W|Toronto, Ontario M9N1C1",-79.5092937,43.696181,House,4.0,3 + 4,2.0,49.5 x 100 FT,ROYAL LEPAGE YOUR COMMUNITY REALTY,York South--Weston / York-Sud--Weston,3,4,14.0,5.0,4950.0
W4652916,L6Y1H4,749900,Single Family,"5 FRASER AVE|Brampton, Ontario L6Y1H4",-79.7564821,43.679775799999994,House,2.0,3 + 1,1.0,47 x 114 FT ; Beautiful Lot,CENTURY 21 MILLENNIUM INC.,Brampton South / Brampton-Sud,3,1,5.0,5.0,5358.0
W4652761,L6V2S1,610000,Single Family,"13 WRIGHT ST|Brampton, Ontario L6V2S1",-79.768906,43.6982677,House,3.0,3 + 1,2.0,30 x 105 FT,HOMELIFE/MIRACLE REALTY LTD,Brampton Centre / Brampton-Centre,3,1,13.0,4.0,3150.0
W4652713,M6L2Y2,799000,Single Family,"8 FRANKFORT AVE|Toronto, Ontario M6L2Y2",-79.49759279999998,43.7181542,House,2.0,3 + 1,1.0,50 x 120 FT,ROYAL LEPAGE REAL ESTATE PROFESSIONALS,York South--Weston / York-Sud--Weston,3,1,8.0,8.0,6000.0
W4652702,L6X0T4,1149000,Single Family,"81 COMMODORE DR|Brampton, Ontario L6X0T4",-79.8042382,43.671171799999996,House,5.0,4 + 1,2.0,40 FT,RE/MAX REALTY SERVICES INC.,Brampton West / Brampton-Ouest,4,1,81.0,9.0,
W4652563,M9N2G6,998800,Single Family,"45 WILLIAM ST|Toronto, Ontario M9N2G6",-79.5135105,43.7036099,House,4.0,3 + 1,2.0,30 x 100 FT,SAM MCDADI REAL ESTATE INC.,York South--Weston / York-Sud--Weston,3,1,45.0,9.0,3000.0
W4652541,L4W3J6,1249000,Single Family,"851 GREYCEDAR CRES|Mississauga, Ontario L4W3J6",-79.61698170000003,43.6113352,House,4.0,4 + 1,2.0,52.1 x 117.65 FT,KELLER WILLIAMS REALTY SOLUTIONS,Mississauga East--Cooksville / Mississauga-Est--Cooksville,4,1,851.0,5.0,6129.5650000000005
W4652242,L6Y5J8,918905,Single Family,"68 YUILE CRT|Brampton, Ontario L6Y5J8",-79.74009699999998,43.644912299999994,House,4.0,4 + 3,2.0,24.48 x 121 FT ; Irregular Shape- Widest Lot @Back,RE/MAX REALTY SPECIALISTS INC.,Brampton South / Brampton-Sud,4,3,68.0,5.0,2962.08
W4652252,L4X1N1,769900,Single Family,"1731 BLACKBIRD DR|Mississauga, Ontario L4X1N1",-79.5815681,43.6202631,House,2.0,4,2.0,30.12 x 125.5 FT,KELLER WILLIAMS REALTY SOLUTIONS NORTH GROUP,Mississauga East--Cooksville / Mississauga-Est--Cooksville,4,0,1731.0,3.0,3780.06
W4652223,M8Z1G2,849000,Single Family,"27 HAY AVE|Toronto, Ontario M8Z1G2",-79.500822,43.61871890000001,House,2.0,3 + 1,1.0,27 x 115 FT,SPECTRUM REALTY SERVICES INC.,Etobicoke--Lakeshore,3,1,27.0,9.0,3105.0
W4652099,L4Z2L2,979999,Single Family,"4485 FULL MOON CIRC|Mississauga, Ontario L4Z2L2",-79.6341116,43.6147189,House,4.0,3,2.0,28 x 127 FT,RIGHT AT HOME REALTY INC.,Mississauga--Malton,3,0,4485.0,3.0,3556.0
W4652101,L6V3T2,774999,Single Family,"68 WINTERFOLD DR|Brampton, Ontario L6V3T2",-79.7709261,43.7156158,House,3.0,3 + 2,,30 x 100 FT ; 2 Br Legal Basement,RE/MAX MILLENNIUM REAL ESTATE,Brampton Centre / Brampton-Centre,3,2,68.0,5.0,3000.0
W4652037,M9C4R4,799900,Single Family,"91 WELLESWORTH DR|Toronto, Ontario M9C4R4",-79.5816998,43.664567,House,1.0,3,1.0,49.02 x 122.5 FT,ROYAL LEPAGE SIGNATURE REALTY,Etobicoke Centre / Etobicoke-Centre,3,0,91.0,1.0,6004.950000000001
W4651828,L6X1G5,699900,Single Family,"71 RAILROAD ST|Brampton, Ontario L6X1G5",-79.7692735,43.6855854,House,3.0,3 + 3,1.0,85 x 65 FT ; Corner Lot,CENTURY 21 EMPIRE REALTY INC,Brampton South / Brampton-Sud,3,3,71.0,8.0,5525.0
W4651586,L6Y0X1,1269000,Single Family,"14 MONKTON CIRC|Brampton, Ontario L6Y0X1",-79.78466,43.66025,House,4.0,4,2.0,38.06 x 111.8 FT,HOMELIFE/MIRACLE REALTY LTD,Brampton South / Brampton-Sud,4,0,14.0,5.0,4255.108
W4651550,L6V3P4,660000,Single Family,"56 BUCKLAND WAY|Brampton, Ontario L6V3P4",-79.770112,43.711827,House,2.0,4 + 1,,22.15 x 110.01 FT,RE/MAX REALTY SERVICES INC.,Brampton Centre / Brampton-Centre,4,1,56.0,2.0,2436.7215
W4651785,L6X4R2,799900,Single Family,"17 BINDER TWINE TR|Brampton, Ontario L6X4R2",-79.79419140000002,43.6846191,House,4.0,3 + 1,2.0,40 x 97 FT,CENTURY 21 EMPIRE REALTY INC,Brampton West / Brampton-Ouest,3,1,17.0,8.0,3880.0
W4651386,L6X3L7,710000,Single Family,"3 ECCLESTONE DR|Brampton, Ontario L6X3L7",-79.781867,43.698071,House,4.0,3 + 1,2.0,24.84 x 109.73 FT ; Irregular Shape,PROPERTY MAX REALTY INC.,Brampton West / Brampton-Ouest,3,1,3.0,3.0,2725.6932
W4651393,M8W4S8,1199999,Single Family,"20 DUNNING CRES|Toronto, Ontario M8W4S8",-79.55544880000002,43.601789600000004,House,3.0,2 + 2,1.0,46 x 122.37 FT,KELLER WILLIAMS REFERRED URBAN REALTY,Etobicoke--Lakeshore,2,2,20.0,2.0,5629.02
W4651376,M6S2Y5,1619000,Single Family,"319 RUNNYMEDE RD|Toronto, Ontario M6S2Y5",-79.4770705,43.6537514,House,3.0,3 + 2,2.0,30 x 120 FT,CENTURY 21 ATRIA REALTY INC.,Parkdale--High Park,3,2,319.0,4.0,3600.0
W4651313,L6W1R6,699000,Single Family,"107 ELDOMAR AVE|Brampton, Ontario L6W1R6",-79.74303259999998,43.6841227,House,2.0,3 + 1,1.0,50 x 125.91 FT,ROYAL LEPAGE TERREQUITY TEAM SOBERANO,Brampton South / Brampton-Sud,3,1,107.0,8.0,6295.5
W4651312,M8W2P7,1400000,Single Family,"260 LANOR AVE|Toronto, Ontario M8W2P7",-79.5314183,43.61228,House,4.0,4 + 1,2.0,42.17 x 118.5 FT,KELLER WILLIAMS REFERRED URBAN REALTY,Etobicoke--Lakeshore,4,1,260.0,8.0,4997.145
W4651027,M9W4J7,699900,Single Family,"2057 KIPLING AVE|Toronto, Ontario M9W4J7",-79.5673461,43.713982200000004,House,2.0,3 + 2,1.0,50.59 x 107 FT,RE/MAX PREMIER INC.,Etobicoke North / Etobicoke-Nord,3,2,2057.0,5.0,5413.13
W4651014,L6T2S9,599999,Single Family,"1 AINTREE CRES|Brampton, Ontario L6T2S9",-79.704004,43.712638,House,2.0,3,,66.77 x 106.78 FT ; Huge Corner Lot!!!!!!!,HOMELIFE/MIRACLE REALTY LTD,Brampton Centre / Brampton-Centre,3,0,1.0,1.0,7129.700599999999
W4651000,L4Z1C7,1100000,Single Family,"3990 MIDHURST LANE|Mississauga, Ontario L4Z1C7",-79.62470350000002,43.6032851,House,3.0,3 + 3,,29.99 x 150 FT,HOMELIFE TODAY REALTY LTD.,Mississauga East--Cooksville / Mississauga-Est--Cooksville,3,3,3990.0,3.0,4498.5
W4650953,M9B4T8,2299000,Single Family,"12 CRONIN DR|Toronto, Ontario M9B4T8",-79.553956,43.640691,House,5.0,4 + 2,2.0,50 x 110.5 FT,RE/MAX REAL ESTATE CENTRE INC.,Etobicoke Centre / Etobicoke-Centre,4,2,12.0,3.0,5525.0
W4650833,L6Y4G8,649900,Single Family,"13 WOODSEND RUN ST|Brampton, Ontario L6Y4G8",-79.7398561,43.645539899999996,House,4.0,3 + 1,2.0,23.33 x 109 FT ; As Per Deed,RE/MAX REAL ESTATE CENTRE INC.,Brampton South / Brampton-Sud,3,1,13.0,4.0,2542.97
W4650837,L6T1Y1,749900,Single Family,"10 BEECHWOOD CRES|Brampton, Ontario L6T1Y1",-79.71542609999999,43.7079037,House,3.0,3 + 1,,55 x 125 FT,HOMELIFE SILVERCITY REALTY INC.,Brampton Centre / Brampton-Centre,3,1,10.0,1.0,6875.0
W4650760,M9W3S6,699000,Single Family,"1 CONAN RD|Toronto, Ontario M9W3S6",-79.5485995,43.7122565,House,2.0,4,,44 x 114 FT,RE/MAX REALTY SPECIALISTS INC.,Etobicoke North / Etobicoke-Nord,4,0,1.0,1.0,5016.0
W4650534,M8Y3B3,889000,Single Family,"43 HOLBROOKE AVE|Toronto, Ontario M8Y3B3",-79.50094729999998,43.6290829,House,2.0,2,1.0,40 x 126 FT,KELLER WILLIAMS PORTFOLIO REALTY,Etobicoke--Lakeshore,2,0,43.0,7.0,5040.0
W4650490,L7A1X8,669900,Single Family,"12 VALLEYPARK CRES|Brampton, Ontario L7A1X8",-79.8051158,43.6943694,House,3.0,2 + 1,1.0,39.27 x 92.57 FT ; ''''''''''ravine Lot''''''''''''',SAVE MAX SUCCESS REALTY,Brampton West / Brampton-Ouest,2,1,12.0,3.0,3635.2239
W4650395,M9A1T5,3888000,Single Family,"55 PHEASANT  LANE|Toronto, Ontario M9A1T5",-79.54300699999997,43.662970200000004,House,5.0,5,2.0,66.72 x 155.05 FT ; S 167'   R 126',RE/MAX REALTY SERVICES INC.,Etobicoke Centre / Etobicoke-Centre,5,0,55.0,1.0,10344.936
W4650330,L6X3Z7,749900,Single Family,"39 CANDY CRES|Brampton, Ontario L6X3Z7",-79.7881485,43.6725797,House,3.0,3,2.0,29.7 x 109.9 FT,SAVE MAX PRESTIGE REAL ESTATE,Brampton West / Brampton-Ouest,3,0,39.0,3.0,3264.03
W4650308,M2N2P1,1379990,Single Family,"LOT 59 TAMWORTH CRT|Brampton, Ontario M2N2P1",-79.75228249999998,43.64977620000001,House,5.0,5,2.0,41 x 117 FT,SPECTRUM REALTY SERVICES INC.,Brampton South / Brampton-Sud,5,0,,,4797.0
W4650171,L4Y2R4,849900,Single Family,"749 BRECKENRIDGE RD|Mississauga, Ontario L4Y2R4",-79.6125064,43.6054313,House,2.0,3,,50 x 121.88 FT,RE/MAX REALTY SPECIALISTS INC.,Mississauga East--Cooksville / Mississauga-Est--Cooksville,3,0,749.0,2.0,6094.0
W4649802,M8Y2Z6,1698000,Single Family,"115 GRAND AVE|Toronto, Ontario M8Y2Z6",-79.4936106,43.6268083,House,4.0,3 + 1,2.0,30 x 120 FT,RIGHT AT HOME REALTY INC.,Etobicoke--Lakeshore,3,1,115.0,7.0,3600.0
W4649808,M9N2J2,1160000,Single Family,"16 JOSEPH ST|Toronto, Ontario M9N2J2",-79.51864959999997,43.7052332,House,2.0,4,2.5,42 x 120 FT ; ** Full Legal As Per Schedule B,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,York South--Weston / York-Sud--Weston,4,0,16.0,7.0,5040.0
W4649777,M6M5K2,858000,Single Family,|,-79.49950849999998,43.695785,House,2.0,3,2.0,32.24 x 81.7 FT,HOMELIFE/RESPONSE REALTY INC.,York South--Weston / York-Sud--Weston,3,0,,,2634.0080000000003
30781082,L6Y4K7,1329900,Single Family,"33 Hawkway Court|Brampton, Ontario L6Y4K7",-79.752972,43.65232,House,6.0,0,2.0,under 1/2 acre,RE/MAX REALTY SPECIALISTS INC.,Brampton South / Brampton-Sud,0,0,33.0,6.0,21780.0
W4649673,L6Y4K7,1329900,Single Family,"33 HAWKWAY CRT|Brampton, Ontario L6Y4K7",-79.7531003,43.651943100000004,House,6.0,5,2.0,38.32 x 108.86 FT,RE/MAX REALTY SPECIALISTS INC.,Brampton South / Brampton-Sud,5,0,33.0,6.0,4171.5152
W4649642,L6Y4K7,1299900,Single Family,"25 HAWKWAY CRT|Brampton, Ontario L6Y4K7",-79.7531003,43.651943100000004,House,6.0,5,2.0,38.06 x 108.86 FT,RE/MAX REALTY SPECIALISTS INC.,Brampton South / Brampton-Sud,5,0,25.0,7.0,4143.2116000000005
W4649496,M0S4A4,1049900,Single Family,"532 JANE ST|Toronto, Ontario M0S4A4",-79.49014150000002,43.6625236,House,2.0,2,1.0,25 x 139.75 FT,ROYAL LEPAGE REAL ESTATE PROFESSIONALS,Parkdale--High Park,2,0,532.0,1.0,3493.75
W4649390,M8Z3R5,1298000,Single Family,"63 HAROLD ST|Toronto, Ontario M8Z3R5",-79.5014083,43.6176266,House,5.0,3,3.0,20 x 120 FT ; Fenced Yard,RE/MAX WEST REALTY INC.,Etobicoke--Lakeshore,3,0,63.0,9.0,2400.0
W4649353,M8Y3J3,1695999,Single Family,"233 PARK LAWN RD|Toronto, Ontario M8Y3J3",-79.4913607,43.631915,House,5.0,4 + 1,2.0,40 x 85 FT,CENTURY 21 PEOPLE'S CHOICE REALTY INC.,Etobicoke--Lakeshore,4,1,233.0,8.0,3400.0
W4649294,M9A2M8,3550000,Single Family,"20 ABILENE DR|Toronto, Ontario M9A2M8",-79.53685340000001,43.6668352,House,7.0,4 + 1,2.0,78.5 x 113 FT,IPRO REALTY LTD.,Etobicoke Centre / Etobicoke-Centre,4,1,20.0,2.0,8870.5
30781075,L6Y4K7,1299900,Single Family,"25 HAWKWAY Court|Brampton, Ontario L6Y4K7",-79.752404,43.652726,House,5.0,5,2.0,under 1/2 acre,RE/MAX REALTY SPECIALISTS INC.,Brampton South / Brampton-Sud,5,0,25.0,7.0,21780.0
W4649211,L5V2V1,799999,Single Family,"1200 WINDBROOK GRVE|Mississauga, Ontario L5V2V1",-79.7024964,43.6020856,House,3.0,4,2.0,41.31 x 158.4 FT,SUTTON GROUP REALTY SYSTEMS INC.,Mississauga--Malton,4,0,1200.0,3.0,6543.504000000001
W4649168,M8Y3J5,1289000,Single Family,"238 PARK LAWN RD|Toronto, Ontario M8Y3J5",-79.491985,43.6322967,House,3.0,3 + 1,2.0,10.35 x 26.84 M ; Small Approved Encroachment - Garage,RE/MAX PROFESSIONALS INC.,Etobicoke--Lakeshore,3,1,238.0,4.0,277.794
W4649141,L6V1Y7,685000,Single Family,"88 ARCHDEKIN DR|Brampton, Ontario L6V1Y7",-79.7437214,43.7036948,House,3.0,4 + 1,2.0,33.39 x 100 FT,STREET MASTER REALTY LTD.,Brampton Centre / Brampton-Centre,4,1,88.0,7.0,3339.0
W4649118,L6Y3M8,1100000,Single Family,"3 REMBRANDT CRES|Brampton, Ontario L6Y3M8",-79.724936,43.653187,House,4.0,5 + 2,2.0,59.06 x 106.08 FT,RE/MAX PROFESSIONALS INC.,Brampton South / Brampton-Sud,5,2,3.0,3.0,6265.0848000000005
W4649107,L6Y3A4,999000,Single Family,"164 MCLAUGHLIN RD S|Brampton, Ontario L6Y3A4",-79.75923279999998,43.6681006,House,2.0,3 + 3,1.0,75 x 150 FT,CENTURY 21 GREEN REALTY INC.,Brampton South / Brampton-Sud,3,3,164.0,2.0,11250.0
W4649049,M6M5K6,898800,Single Family,"22 VIA CASSIA DR|Toronto, Ontario M6M5K6",-79.497916,43.6943501,House,3.0,3,2.0,27.89 x 77.1 FT ; ** Full Legal As Per Schedule B,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,York South--Weston / York-Sud--Weston,3,0,22.0,4.0,2150.319
W4649040,L6V1N9,679900,Single Family,"164 MAIN ST N|Brampton, Ontario L6V1N9",-79.7636563,43.6888452,House,2.0,5,2.0,29.99 x 208.89 FT,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,Brampton South / Brampton-Sud,5,0,164.0,2.0,6264.611099999999
W4649030,L6V1N9,674900,Single Family,"166 MAIN ST N|Brampton, Ontario L6V1N9",-79.763665,43.688973,House,2.0,5,2.0,29.99 x 208.89 FT,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,Brampton South / Brampton-Sud,5,0,166.0,4.0,6264.611099999999
W4648322,L5N1K6,979000,Single Family,"4 LISBON MEWS|Mississauga, Ontario L5N1K6",-79.7226572,43.6044329,House,2.0,4,1.0,55.24 x 115 FT,ROYAL LEPAGE SIGNATURE REALTY,Mississauga--Streetsville,4,0,4.0,4.0,6352.6
W4643747,L6Y4M1,699900,Single Family,"58 FAYWOOD DR|Brampton, Ontario L6Y4M1",-79.7594938,43.6550028,House,4.0,3 + 2,2.0,32.85 x 105.2 FT ; Real Pride Of Ownership )))),CENTURY 21 PARAMOUNT REALTY INC.,Brampton South / Brampton-Sud,3,2,58.0,4.0,3455.82
W4648615,M8V2N9,1960000,Single Family,"186 QUEENS AVE|Toronto, Ontario M8V2N9",-79.49339090000002,43.6159906,House,5.0,4 + 1,2.0,38.75 x 132 FT,"KELLER WILLIAMS REFERRED URBAN, KEITNER GROUP",Etobicoke--Lakeshore,4,1,186.0,6.0,5115.0
W4648603,L6Y5L3,1499000,Single Family,"1 MCNUTT ST|Brampton, Ontario L6Y5L3",-79.7579531,43.6287324,House,5.0,3 + 3,1.0,79.53 x 152.59 FT,RE/MAX REALTY ENTERPRISES INC.,Brampton South / Brampton-Sud,3,3,1.0,1.0,12135.4827
W4648586,L6W2Z2,739900,Single Family,"18 MORPETH RD|Brampton, Ontario L6W2Z2",-79.7441068,43.685629399999996,House,3.0,3,2.0,50 x 115 FT,RE/MAX GOLD REALTY INC.,Brampton South / Brampton-Sud,3,0,18.0,9.0,5750.0
30780929,L6Y3R6,789000,Single Family,"37 DUPONT Court|Brampton, Ontario L6Y3R6",-79.721096,43.655454,House,3.0,4,2.0,under 1/2 acre,RE/MAX REALTY SPECIALISTS,Brampton South / Brampton-Sud,4,0,37.0,1.0,21780.0
W4648452,L6X2Y7,1199900,Single Family,"17 SANDINO CRES|Brampton, Ontario L6X2Y7",-79.7708541,43.6542096,House,4.0,5,2.0,48.55 x 140 FT,RE/MAX REALTY SERVICES INC.,Brampton South / Brampton-Sud,5,0,17.0,8.0,6797.0
W4648446,L6Y1Y1,999900,Single Family,"7 MCMURCHY AVE N|Brampton, Ontario L6Y1Y1",-79.766319,43.6821895,House,1.0,4,1.0,40.57 x 128.07 FT,RIGHT AT HOME REALTY INC.,Brampton South / Brampton-Sud,4,0,7.0,7.0,5195.7999
W4648333,L6Y3R6,789000,Single Family,"37 DUPONT CRT|Brampton, Ontario L6Y3R6",-79.72142840000002,43.6564787,House,4.0,4 + 1,2.0,29.9 x 144.6 FT,RE/MAX REALTY SPECIALISTS INC.,Brampton South / Brampton-Sud,4,1,37.0,1.0,4323.54
W4648265,L7A2P8,799905,Single Family,"8 PENBRIDGE CIRC|Brampton, Ontario L7A2P8",-79.81708940000001,43.6942765,House,4.0,4 + 1,2.0,30 x 85.3 FT ; !!!!! Visit Virtual  Tour !!!!!,RE/MAX REALTY SPECIALISTS INC.,Brampton West / Brampton-Ouest,4,1,8.0,8.0,2559.0
30780898,L6Y5L3,1499000,Single Family,"1 McNutt Street|Peel, Ontario L6Y5L3",-79.75820999999998,43.62872700000001,House,5.0,3 + 3,1.0,under 1/2 acre,RE/MAX REALTY ENTERPRISES INC.,Brampton South / Brampton-Sud,3,3,1.0,1.0,21780.0
W4647989,L6X1S7,849999,Single Family,"43 MILL ST N|Brampton, Ontario L6X1S7",-79.7655058,43.685224700000006,House,3.0,2 + 1,2.0,39 x 140 FT,CITYSCAPE REAL ESTATE LTD.,Brampton South / Brampton-Sud,2,1,43.0,7.0,5460.0
W4647922,L6W1E7,698909,Single Family,"32 WATSON CRES|Brampton, Ontario L6W1E7",-79.7335246,43.676737100000004,House,3.0,3,2.0,50 x 100 FT,SAVE MAX SUCCESS REALTY,Brampton South / Brampton-Sud,3,0,32.0,5.0,5000.0
W4647903,M8W2K1,1100000,Single Family,"54 MITCHAM DR|Toronto, Ontario M8W2K1",-79.5493448,43.6046351,House,2.0,2 + 2,1.5,49.58 x 117 FT,HOMELIFE LIBERTY REALTY INC.,Etobicoke--Lakeshore,2,2,54.0,9.0,5800.86
W4647915,L6W2Y9,699900,Single Family,"9 CARLYLE CRES|Brampton, Ontario L6W2Y9",-79.7410171,43.68382929999999,House,4.0,2 + 2,1.0,50 x 115 FT,CENTURY 21 EMPIRE REALTY INC,Brampton South / Brampton-Sud,2,2,9.0,9.0,5750.0
W4647734,L6V4K3,679000,Single Family,"26 PRESSED BRICK DR|Brampton, Ontario L6V4K3",-79.78133670000003,43.708856299999994,House,4.0,3 + 1,2.0,18.7 x 107.57 FT,ROYAL LEPAGE FLOWER CITY REALTY,Brampton Centre / Brampton-Centre,3,1,26.0,8.0,2011.5589999999997
W4647599,M8V1G4,1599000,Single Family,"2610 + 2610A LAKE SHORE BLVD W|Toronto, Ontario M8V1G4",-79.491398,43.6057865,House,4.0,6,1.0,50 x 115 FT,"KELLER WILLIAMS REFERRED URBAN, KEITNER GROUP",Etobicoke--Lakeshore,6,0,2610.0,9.0,5750.0
W4647411,M4N1P1,749900,Single Family,"242 CHURCH ST|Toronto, Ontario M4N1P1",-79.50615681654931,43.7092901933786,House,2.0,2 + 1,1.0,33 x 135 FT,RE/MAX COMMUNITY REALTY INC.,York South--Weston / York-Sud--Weston,2,1,242.0,8.0,4455.0
W4647413,M6B2T2,979000,Single Family,"74 JOYCE PKWY|Toronto, Ontario M6B2T2",-79.4677078,43.7093481,House,2.0,2 + 2,1.0,50 x 150 FT,RIGHT AT HOME REALTY INC.,Eglinton--Lawrence,2,2,74.0,2.0,7500.0
