MlsNumber,PostalCode,Price,PropertyType,Address,Longitude,Latitude,BuildingType,Bathrooms,Bedrooms,Stories,Size,RealEstateCompany,FullBedrooms,OtherRooms,LotArea,ElectoralDiv
30757886,L5A2R8,899900.0,Single Family,"3041 Franze Drive|Mississauga, Ontario L5A2R8",-79.607967,43.58938,House,2.0,3,1.0,under 1/2 acre,ROYAL LEPAGE REAL ESTATE SERVICES LTD,3.0,0,21780.0,Mississauga East--Cooksville / Mississauga-Est--Cooksville
W4547129,L4Z1K8,798000.0,Single Family,"95 CHALFIELD LANE|Mississauga, Ontario L4Z1K8",-79.6395371,43.6016414,House,2.0,3,2.0,20.62 x 110 FT,RIGHT AT HOME REALTY INC.,3.0,0,2268.2000000000007,Mississauga Centre / Mississauga-Centre
W4547071,L4Z3C2,799900.0,Single Family,"249 TUSCADERO CRES|Mississauga, Ontario L4Z3C2",-79.6483662,43.6133971,House,2.0,3,2.0,32.32 x 114.01 FT,WEST-100 METRO VIEW REALTY LTD.,3.0,0,3684.8032,Mississauga--Malton
W4547011,L5V1P9,949900.0,Single Family,"1153 CHARMINSTER CRES|Mississauga, Ontario L5V1P9",-79.6792994,43.588788,House,4.0,4 + 1,2.0,31.99 x 110.73 FT,SHAHID KHAWAJA REAL ESTATE INC.,4.0,1,3542.2527,Mississauga Centre / Mississauga-Centre
W4546722,L5B1A1,1398888.0,Single Family,"71 PREMIUM WAY|Mississauga, Ontario L5B1A1",-79.6031602,43.567138799999995,House,3.0,4,1.0,100.59 x 159.1 FT,IPRO REALTY LTD.,4.0,0,16003.868999999999,Mississauga--Lakeshore
W4546507,L4Y3Z7,849800.0,Single Family,"3215 LEDNIER TERR|Mississauga, Ontario L4Y3Z7",-79.6004834,43.60069160000001,House,3.0,3 + 2,,30 x 150 FT ; ((( Virtual Tour ))),GOWEST REALTY LTD.,3.0,2,4500.0,Mississauga East--Cooksville / Mississauga-Est--Cooksville
W4546382,L5M5G2,1138000.0,Single Family,"2419 WILLOWBURNE DR|Mississauga, Ontario L5M5G2",-79.72020309999998,43.565836,House,4.0,4 + 2,2.0,29.27 x 111.25 FT,REAL ONE REALTY INC.,4.0,2,3256.2875,Mississauga--Erin Mills
W4546287,L5G3Y6,1099850.0,Single Family,"1043 ROOSEVELT RD|Mississauga, Ontario L5G3Y6",-79.57419399999998,43.564555299999995,House,3.0,3 + 2,1.0,50 x 151.77 FT,PURPLEBRICKS,3.0,2,7588.500000000001,Mississauga--Lakeshore
W4546124,L5G2N5,1718000.0,Single Family,"181 GLENVIEW DR|Mississauga, Ontario L5G2N5",-79.5946841,43.569625200000004,House,4.0,4 + 1,2.0,77.18 x 144.92 FT ; 77.18 X 144.92 X 64.93 X 110.48,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,4.0,1,11184.9256,Mississauga--Lakeshore
30758227,L5G2N5,1718000.0,Single Family,"181 Glenview Drive|Mississauga, Ontario L5G2N5",-79.594065,43.570026,House,4.0,4 + 1,2.0,under 1/2 acre,"Royal LePage Real Estate Services Ltd., Brokerage",4.0,1,21780.0,Mississauga--Lakeshore
W4545975,L5G2P8,3995850.0,Single Family,"261 OAKHILL RD|Mississauga, Ontario L5G2P8",-79.6042671,43.5611321,House,6.0,4 + 1,2.0,100 x 145 FT,RE/MAX REALTY ENTERPRISES INC.,4.0,1,14500.0,Mississauga--Lakeshore
W4545720,L5V1X2,859000.0,Single Family,|,-79.70205809999999,43.61210820000001,House,3.0,3 + 1,2.0,32.48 x 106.04 FT,MID-LAND GROUP REALTY INC.,3.0,1,3444.1792,Mississauga--Malton
W4545422,L5V1A7,924900.0,Single Family,"6125 DUFORD DR|Mississauga, Ontario L5V1A7",-79.704951,43.6093633,House,3.0,4,2.0,31.99 x 111.55 FT,RE/MAX WEST REALTY INC.,4.0,0,3568.4845,Mississauga--Malton
W4545317,L5G2W7,3349000.0,Single Family,"1571 DOUGLAS DR|Mississauga, Ontario L5G2W7",-79.6037386,43.56064110000001,House,6.0,4 + 1,2.0,100 x 232.33 FT,SAM MCDADI REAL ESTATE INC.,4.0,1,23233.0,Mississauga--Lakeshore
W4544486,L5E1S8,1399000.0,Single Family,"899 TENTH ST|Mississauga, Ontario L5E1S8",-79.5751113,43.5837215,House,4.0,3,2.0,40 x 100 FT ; Irregular,SAM MCDADI REAL ESTATE INC.,3.0,0,4000.0,Mississauga--Lakeshore
W4543739,L5G4K9,1488000.0,Single Family,"1352 CAWTHRA RD|Mississauga, Ontario L5G4K9",-79.5761555,43.5762445,House,4.0,4 + 2,2.0,51.18 x 167.09 FT,RE/MAX PREMIER INC.,4.0,2,8551.6662,Mississauga--Lakeshore
W4543466,L5C1X7,699900.0,Single Family,"3159 JESSICA CRT E|Mississauga, Ontario L5C1X7",-79.64603000000002,43.5609323,House,3.0,3 + 1,2.0,30 x 125 FT,IPRO REALTY LTD.,3.0,1,3750.0,Mississauga Centre / Mississauga-Centre
W4543410,L5R3Y8,1150000.0,Single Family,"5364 ANVIL LANE|Mississauga, Ontario L5R3Y8",-79.6708988,43.6050845,House,4.0,4 + 1,2.0,23.29 x 116.73 FT ; **Premium Pie Shaped Lot**,CENTURY 21 LEGENDS INC.,4.0,1,2718.6417,Mississauga--Malton
W4543033,L5G2S9,1999850.0,Single Family,"1631 PINETREE CRES|Mississauga, Ontario L5G2S9",-79.6073588,43.557935799999996,House,3.0,4,2.0,100 x 130 FT,RE/MAX REALTY ENTERPRISES INC.,4.0,0,13000.0,Mississauga--Lakeshore
W4542529,L5G4B5,2099000.0,Single Family,"1616 KENMUIR AVE|Mississauga, Ontario L5G4B5",-79.5885163,43.5765598,House,4.0,4,2.0,61.6 x 131.76 FT,RE/MAX REAL ESTATE CENTRE INC.,4.0,0,8116.415999999998,Mississauga--Lakeshore
W4542372,L5G2G9,7900000.0,Single Family,"250 MINEOLA RD W|Mississauga, Ontario L5G2G9",-79.5956749,43.55656920000001,House,6.0,4 + 1,2.0,100 x 200 FT,RE/MAX ABOUTOWNE REALTY CORP.,4.0,1,20000.0,Mississauga--Lakeshore
W4542336,L5V1B6,1798000.0,Single Family,"6230 MULBERRY CRES|Mississauga, Ontario L5V1B6",-79.71137209999998,43.607921999999995,House,5.0,4,2.0,60.04 x 157.91 FT,ROYAL LEPAGE YOUR COMMUNITY REALTY,4.0,0,9480.9164,Mississauga--Malton
30757261,L5G2C9,7900000.0,Single Family,"250 MINEOLA Road W|Mississauga, Ontario L5G2C9",-79.595718,43.556523,House,6.0,4 + 1,2.0,under 1/2 acre,"RE/MAX Aboutowne Realty Corp., Brokerage",4.0,1,21780.0,Mississauga--Lakeshore
W4541433,L5G2N1,4399850.0,Single Family,"209 MAPLEWOOD RD|Mississauga, Ontario L5G2N1",-79.5909979,43.5700449,House,8.0,4 + 1,2.0,100 x 150 FT,RE/MAX REALTY ENTERPRISES INC.,4.0,1,15000.0,Mississauga--Lakeshore
30757269,L5G2N1,4399850.0,Single Family,"209 Maplewood Road|Mississauga, Ontario L5G2N1",-79.59074,43.569915,House,8.0,4 + 1,2.0,under 1/2 acre,RE/MAX REALTY ENTERPRISES INC.,4.0,1,21780.0,Mississauga--Lakeshore
W4540655,L5G1V6,2348000.0,Single Family,"53 EAGLEWOOD BLVD|Mississauga, Ontario L5G1V6",-79.5856499,43.5601084,House,7.0,4 + 2,2.0,84.04 x 72 FT,FORESTWOOD REAL ESTATE INC.,4.0,2,6050.88,Mississauga--Lakeshore
W4540190,L4Y1V3,2599000.0,Single Family,"2139 COURTLAND CRES|Mississauga, Ontario L4Y1V3",-79.573758,43.598794899999994,House,6.0,4,2.0,58.62 x 133.46 FT,RE/MAX REALTY ENTERPRISES INC.,4.0,0,7823.4252,Mississauga--Lakeshore
W4540053,L5L5W5,2850000.0,Single Family,"2040 ECKLAND CRT|Mississauga, Ontario L5L5W5",-79.6853123,43.5594001,House,5.0,4 + 1,2.0,43.64 x 132.81 FT,SAM MCDADI REAL ESTATE INC.,4.0,1,5795.8284,Mississauga--Erin Mills
W4539503,L4Y3V1,1595000.0,Single Family,"1152 MELTON DR|Mississauga, Ontario L4Y3V1",-79.5785395,43.5974901,House,5.0,4 + 1,,50 x 107.15 FT ; Irr. North 119.82 Ft - Rear 59.58 Ft,RE/MAX ULTIMATE REALTY INC.,4.0,1,5357.5,Mississauga--Lakeshore
30756770,L5M1H2,1988000.0,Single Family,"1 Brookside Drive|Mississauga, Ontario L5M1H2",-79.72415699999998,43.586364,House,6.0,4 + 1,2.0,under 1/2 acre,CITY-PRO REALTY INC.,4.0,1,21780.0,Mississauga--Streetsville
W4538621,L5C1A4,1790000.0,Single Family,"658 SIR RICHARD'S RD|Mississauga, Ontario L5C1A4",-79.622773,43.5583442,House,4.0,4 + 2,,100 x 127.77 FT,LIVING REALTY INC.,4.0,2,12777.0,Mississauga--Lakeshore
W4538216,L5M1H2,1988000.0,Single Family,"1 BROOKSIDE DR|Mississauga, Ontario L5M1H2",-79.7239281,43.5865717,House,6.0,4 + 1,2.0,49.5 x 163.94 FT ; Irregular,CITY-PRO REALTY INC.,4.0,1,8115.03,Mississauga--Streetsville
W4534015,L5B1Y6,1888888.0,Single Family,"#7 -2130 DICKSON RD|Mississauga, Ontario L5B1Y6",-79.614131,43.561594899999996,House,3.0,3 + 2,1.0,,ROYAL LEPAGE REAL ESTATE SERVICES REGAN REAL ESTATE,3.0,2,,Mississauga--Lakeshore
W4536983,L5M2L1,1570000.0,Single Family,"1869 SARA ST|Mississauga, Ontario L5M2L1",-79.69973490000002,43.5737533,House,4.0,4 + 1,2.0,54.82 x 112.3 FT,REALTY EXECUTIVES DOMATOR INC.,4.0,1,6156.286,Mississauga--Streetsville
W4536809,L5M2C7,1849999.0,Single Family,"5186 DURIE RD|Mississauga, Ontario L5M2C7",-79.6981349,43.5768591,House,5.0,5 + 1,2.0,"41.8 x 186.22 FT ; 41.83X186.46, 83.62X78.63X129.87Ft",HOME REALTY QUEST CORPORATION,5.0,1,7783.995999999999,Mississauga--Streetsville
W4536327,L5A3E9,999900.0,Single Family,"3356 RHONDA VALLEY|Mississauga, Ontario L5A3E9",-79.62141290000002,43.5912825,House,2.0,4,,50 x 120 FT,HOMELIFE/RESPONSE REALTY INC.,4.0,0,6000.0,Mississauga East--Cooksville / Mississauga-Est--Cooksville
W4535554,L5G2M6,3189995.0,Single Family,"70 MAPLEWOOD RD|Mississauga, Ontario L5G2M6",-79.59379129999998,43.5665854,House,7.0,5 + 1,2.0,"104.33 x 168.87 FT ; What A Deal, Grab It Now!! C.B$$",ACE TEAM REALTY INC.,5.0,1,17618.2071,Mississauga--Lakeshore
W4533741,L5B1T9,1880000.0,Single Family,"3585 JOAN DR|Mississauga, Ontario L5B1T9",-79.63622590000001,43.5884954,House,5.0,4 + 2,2.0,54.3 x 183.06 FT,SAM MCDADI REAL ESTATE INC.,4.0,2,9940.158000000001,Mississauga Centre / Mississauga-Centre
W4533113,L5M5B1,2199900.0,Single Family,"4898 FOREST HILL DR|Mississauga, Ontario L5M5B1",-79.7063536,43.5633544,House,7.0,4 + 1,2.0,72 x 137 FT,HOMELIFE SILVERCITY REALTY INC.,4.0,1,9864.0,Mississauga--Streetsville
W4532971,L5G2L1,2845000.0,Single Family,"140 PINEWOOD TR|Mississauga, Ontario L5G2L1",-79.5909723,43.5674026,House,2.0,3,1.5,100 x 368 FT|1/2 - 1.99 acres,ROYAL LEPAGE REALTY PLUS,3.0,0,36800.0,Mississauga--Lakeshore
W4532777,L5G3Z6,2125000.0,Single Family,"1436 TROTWOOD AVE|Mississauga, Ontario L5G3Z6",-79.5841939,43.5724284,House,6.0,4,2.0,66.01 x 144 FT,SAM MCDADI REAL ESTATE INC.,4.0,0,9505.44,Mississauga--Lakeshore
W4532756,L5B0C4,2800000.0,Single Family,"285 WINTERBORNE GATE|Mississauga, Ontario L5B0C4",-79.61331,43.568112899999996,House,5.0,4 + 1,2.0,66.6 x 170 FT,ROYAL LEPAGE REAL ESTATE SERVICES LORETTA PHINNEY,4.0,1,11321.999999999998,Mississauga--Lakeshore
30755318,L5B0C4,2800000.0,Single Family,"285 Winterborne Gate|Mississauga, Ontario L5B0C4",-79.612349,43.568769,House,4.0,4 + 1,2.0,under 1/2 acre,"Royal LePage Real Estate Services Loretta Phinney,",4.0,1,21780.0,Mississauga--Lakeshore
W4532172,L5E2A9,879000.0,Single Family,"1415 ALEXANDRA AVE|Mississauga, Ontario L5E2A9",-79.5720431,43.582995600000004,House,4.0,3 + 2,1.0,36.5 x 308 FT,RE/MAX REALTY SERVICES INC.,3.0,2,11242.0,Mississauga--Lakeshore
W4531784,L5B1W3,3200000.0,Single Family,"2149 PARKER DR|Mississauga, Ontario L5B1W3",-79.6093068,43.56629229999999,House,3.0,5,2.0,115 x 466.5 FT   ; 1.232 Acres|1/2 - 1.99 acres,RE/MAX REALTY ENTERPRISES INC.,5.0,0,53647.5,Mississauga--Lakeshore
W4531595,L5A2S9,899000.0,Single Family,"2350 HENSALL ST|Mississauga, Ontario L5A2S9",-79.59777170000002,43.58496020000001,House,2.0,3,,"50.16 x 135.66 FT ; Plan 787, As In Vs256991",HARVEY KALLES REAL ESTATE LTD.,3.0,0,6804.705599999998,Mississauga East--Cooksville / Mississauga-Est--Cooksville
30754527,L5B1W3,3200000.0,Single Family,"2149 PARKER Drive|Mississauga, Ontario L5B1W3",-79.609383,43.566032,House,3.0,5,2.0,1/2 - 1.99 acres,RE/MAX REALTY ENTERPRISES INC.,5.0,0,86684.4,Mississauga--Lakeshore
30754832,L5G1T2,1399900.0,Single Family,"389 Marf Avenue|Mississauga, Ontario L5G1T2",-79.576364,43.566848,House,4.0,2 + 2,1.0,under 1/2 acre,ROYAL LEPAGE SIGNATURE REALTY,2.0,2,21780.0,Mississauga--Lakeshore
W4529682,L5V2H2,879900.0,Single Family,"5757 SIDMOUTH ST|Mississauga, Ontario L5V2H2",-79.6973678,43.593449799999995,House,4.0,3 + 1,2.0,31.99 x 100.07 FT,NEXGEN REALTY INC.,3.0,1,3201.2393,Mississauga--Malton
W4529279,L5E2J3,1199800.0,Single Family,"1537 MUIR RD|Mississauga, Ontario L5E2J3",-79.57489629999998,43.587500899999995,House,3.0,3 + 1,,50 x 120.73 FT,HOMELIFE/ROMANO REALTY LTD.,3.0,1,6036.5,Mississauga--Lakeshore
W4529234,L5G1T2,1399900.0,Single Family,"389 MARF AVE|Mississauga, Ontario L5G1T2",-79.5768277,43.56672920000001,House,4.0,2 + 2,1.0,68.01 x 124.58 FT,ROYAL LEPAGE SIGNATURE REALTY,2.0,2,8472.685800000001,Mississauga--Lakeshore
W4528997,L5M5B3,2150000.0,Single Family,"5181 FOREST RIDGE DR|Mississauga, Ontario L5M5B3",-79.70821640000003,43.5653629,House,5.0,5 + 2,2.0,66.9 x 131.23 FT,ROYAL LEPAGE REAL ESTATE SERVICES LORETTA PHINNEY,5.0,2,8779.287,Mississauga--Streetsville
W4528806,L5M0W1,1298800.0,Single Family,"5544 ETHAN DR|Mississauga, Ontario L5M0W1",-79.7337967,43.554791200000004,House,5.0,4 + 1,2.0,29.23 x 124 FT,SAM MCDADI REAL ESTATE INC.,4.0,1,3624.52,Mississauga--Erin Mills
30754450,L5M5B3,2150000.0,Single Family,"5181 Forest Ridge Drive|Mississauga, Ontario L5M5B3",-79.708202,43.565360999999996,House,5.0,5,2.0,under 1/2 acre,"Royal LePage Real Estate Services Loretta Phinney,",5.0,0,21780.0,Mississauga--Streetsville
W4525654,L5G3P5,1199000.0,Single Family,"1303 CROSSFIELD BEND|Mississauga, Ontario L5G3P5",-79.5862205,43.5648059,House,2.0,3 + 1,1.0,40.6 x 129.17 FT ; Pie Shape,"INTERNATIONAL REALTY FIRM, INC.",3.0,1,5244.302,Mississauga--Lakeshore
W4525100,L5C3V1,1175000.0,Single Family,"4183 LASTRADA HTS|Mississauga, Ontario L5C3V1",-79.6647045,43.5744697,House,3.0,4,2.0,50 x 125.32 FT,SAM MCDADI REAL ESTATE INC.,4.0,0,6266.0,Mississauga Centre / Mississauga-Centre
W4523393,L5G3A5,1995000.0,Single Family,"1618 DOGWOOD TR|Mississauga, Ontario L5G3A5",-79.6037897,43.5632331,House,2.0,3 + 1,2.0,70.37 x 168.36 FT,CENTURY 21 LEADING EDGE REALTY INC.,3.0,1,11847.493200000004,Mississauga--Lakeshore
W4523032,L5R3W8,1168888.0,Single Family,"797 FOUR WINDS WAY|Mississauga, Ontario L5R3W8",-79.6840202,43.6040715,House,4.0,4,2.0,31.99 x 110.07 FT,SAM MCDADI REAL ESTATE INC.,4.0,0,3521.1393,Mississauga--Malton
W4522594,L5G3Z1,4988000.0,Single Family,"1576 CARMEN DR|Mississauga, Ontario L5G3Z1",-79.589467,43.573828000000006,House,8.0,4 + 1,2.0,100 x 259.75 FT   ; Table Land|1/2 - 1.99 acres,RE/MAX REALTY ENTERPRISES INC.,4.0,1,25975.0,Mississauga--Lakeshore
W4521829,L5M1A5,859900.0,Single Family,"16 ALPHONSE CRES|Mississauga, Ontario L5M1A5",-79.7243551,43.573487899999996,House,2.0,3 + 1,1.0,55 x 120 FT,RE/MAX REAL ESTATE CENTRE INC.,3.0,1,6600.0,Mississauga--Streetsville
W4521828,L5V2L6,1249000.0,Single Family,"963 PRESTON MANOR DR|Mississauga, Ontario L5V2L6",-79.6897632,43.5995963,House,4.0,4 + 1,2.0,39.37 x 109.91 FT,HOMELIFE/MIRACLE REALTY LTD,4.0,1,4327.1567,Mississauga--Malton
W4519085,L5M1X5,3380000.0,Single Family,"21-27  MAIN ST|Mississauga, Ontario L5M1X5",-79.71152292951821,43.5818171328407,House,0.0,0,,197 x 146 FT,RIGHT AT HOME REALTY INC.,0.0,0,28762.0,Mississauga--Streetsville
W4518998,L5G4A9,1299990.0,Single Family,"1052 ENOLA AVE|Mississauga, Ontario L5G4A9",-79.5731778,43.56574929999999,House,2.0,2 + 1,1.0,50 x 132 FT,RE/MAX REAL ESTATE CENTRE INC.,2.0,1,6600.0,Mississauga--Lakeshore
W4517712,L5A2W1,1049000.0,Single Family,"3284 SILVERADO DR|Mississauga, Ontario L5A2W1",-79.60892790000003,43.599174299999994,House,2.0,3 + 1,1.0,51 x 120.91 FT,PURPLEBRICKS,3.0,1,6166.41,Mississauga East--Cooksville / Mississauga-Est--Cooksville
W4516529,L5M1N9,950000.0,Single Family,"30 JOSEPH  ST|Mississauga, Ontario L5M1N9",-79.7178817,43.5889856,House,2.0,2,1.5,51.64 x 180.1 FT,IPRO REALTY LTD.,2.0,0,9300.364,Mississauga--Streetsville
W4515079,L5G3Z1,1888000.0,Single Family,"1576 CARMEN DR|Mississauga, Ontario L5G3Z1",-79.589467,43.573828000000006,House,2.0,3,1.0,100 x 259.75 FT   ; Spacious Table Land|1/2 - 1.99 acres,RE/MAX REALTY ENTERPRISES INC.,3.0,0,25975.0,Mississauga--Lakeshore
W4515042,L5G2M5,3749850.0,Single Family,"256 DONNELLY DR|Mississauga, Ontario L5G2M5",-79.60148520000001,43.5631447,House,7.0,5 + 1,2.0,100 x 202.5 FT,SAM MCDADI REAL ESTATE INC.,5.0,1,20250.0,Mississauga--Lakeshore
W4513454,,1099999.0,Single Family,"1609 OGDEN AVE|Mississauga, Ontario",-79.57485240000003,43.5887967,House,2.0,3 + 2,1.0,50 x 120 FT,HOMELIFE/VISION REALTY INC.,3.0,2,6000.0,Mississauga--Lakeshore
W4513258,L5L3K3,1785000.0,Single Family,"4267 BRIDLEPATH TR|Mississauga, Ontario L5L3K3",-79.6816568,43.5611461,House,4.0,4 + 1,2.0,53.67 x 140.32 FT ; 26.34 X 78.92 X 211.44 X 53.68 X 140.50,HODGINS REALTY GROUP INC.,4.0,1,7530.9744,Mississauga--Erin Mills
W4513245,L5G3V4,2148000.0,Single Family,"1353 LOCHLIN TR|Mississauga, Ontario L5G3V4",-79.584675,43.5682756,House,4.0,3,,92.59 x 152.92 FT,RE/MAX EDGE REALTY INC.,3.0,0,14158.8628,Mississauga--Lakeshore
W4472739,L5G3T5,3300000.0,Single Family,"1398 BROADMOOR AVE|Mississauga, Ontario L5G3T5",-79.5873066,43.5678404,House,5.0,4,1.0,100 x 164.83 FT,CENTURY 21 PACE REALTY CORP.,4.0,0,16483.0,Mississauga--Lakeshore
W4511618,L5N1E8,1394999.0,Single Family,"2 CHARING DR|Mississauga, Ontario L5N1E8",-79.72239429999998,43.6034436,House,3.0,4,,65 x 120 FT,PURPLEBRICKS,4.0,0,7800.0,Mississauga--Streetsville
W4510709,L5G3H5,1790000.0,Single Family,"1395 HURONTARIO ST|Mississauga, Ontario L5G3H5",-79.59205759999998,43.5632229,House,3.0,4,2.0,100 x 130 FT,KELLER WILLIAMS REALTY SOLUTIONS LAROSE TEAM,4.0,0,13000.0,Mississauga--Lakeshore
W4510407,L5M4Y2,2299000.0,Single Family,"2038 MONTCREST CRT|Mississauga, Ontario L5M4Y2",-79.69866090000002,43.569103999999996,House,6.0,5 + 2,2.0,80.35 x 148.16 FT,GTA REALTY POINT,5.0,2,11904.656,Mississauga--Streetsville
W4508120,L5M5Y2,1079000.0,Single Family,"2342 YORKTOWN CIRC|Mississauga, Ontario L5M5Y2",-79.71781829999998,43.5731637,House,3.0,3,2.0,27.82 x 193.8 FT,IPRO REALTY LTD.,3.0,0,5391.516000000001,Mississauga--Streetsville
30749656,L5G2V7,4299999.0,Single Family,"1560 STAVEBANK Road|Mississauga, Ontario L5G2V7",-79.60611899999998,43.557404999999996,House,6.0,5 + 1,2.0,1/2 - 1.99 acres,RE/MAX REALTY ENTERPRISES INC.,5.0,1,86684.4,Mississauga--Lakeshore
W4493545,L5G2M2,2499000.0,Single Family,"1458 RADCLIFFE AVE|Mississauga, Ontario L5G2M2",-79.58087370000001,43.57635910000001,House,5.0,4,2.0,51 x 150 FT,"KELLER WILLIAMS REFERRED URBAN, KEITNER GROUP",4.0,0,7650.0,Mississauga--Lakeshore
W4505336,L5G1K5,1598000.0,Single Family,"1 TECUMSETH AVE|Mississauga, Ontario L5G1K5",-79.5759059,43.5618146,House,2.0,2,2.0,50 x 114.91 FT,HODGINS REALTY GROUP INC.,2.0,0,5745.5,Mississauga--Lakeshore
W4504343,L5G3C9,3950000.0,Single Family,"1577 GLENBURNIE RD|Mississauga, Ontario L5G3C9",-79.59997879999997,43.5643393,House,6.0,4 + 1,2.0,85.46 x 176.05 FT,RE/MAX EDGE REALTY INC.,4.0,1,15045.233,Mississauga--Lakeshore
W4501944,L5G2V7,4299999.0,Single Family,"1560 STAVEBANK RD|Mississauga, Ontario L5G2V7",-79.60617109999998,43.5574348,House,6.0,5 + 1,2.0,105.97 x 246 FT|1/2 - 1.99 acres,RE/MAX REALTY ENTERPRISES INC.,5.0,1,26068.62,Mississauga--Lakeshore
W4501165,L5M3P9,1080000.0,Single Family,"1588 CHIDDINGSTONE CIRC|Mississauga, Ontario L5M3P9",-79.6899593,43.5779186,House,4.0,5 + 1,2.0,39.37 x 111.55 FT,MID-LAND GROUP REALTY INC.,5.0,1,4391.723499999999,Mississauga--Streetsville
W4499306,L5M1P4,888800.0,Single Family,"1937 BRITANNIA RD W|Mississauga, Ontario L5M1P4",-79.7213169,43.589576,House,2.0,3 + 1,,60 x 125 FT,CENTURY 21 PEOPLE'S CHOICE REALTY INC.,3.0,1,7500.0,Mississauga--Streetsville
W4499201,L5G3C8,2998000.0,Single Family,"1446 GLENBURNIE RD|Mississauga, Ontario L5G3C8",-79.5966706,43.5613912,House,5.0,5 + 2,2.0,58.92 x 259 FT   ; Pie Shape  100 Ft X 219F|1/2 - 1.99 acres,ROYAL LEPAGE REAL ESTATE SERVICES LORETTA PHINNEY,5.0,2,15260.28,Mississauga--Lakeshore
30743443,L5G3C8,2998000.0,Single Family,"1446 Glenburnie Road|Mississauga, Ontario L5G3C8",-79.596622,43.561409999999995,House,4.0,5,2.0,1/2 - 1.99 acres,"Royal LePage Real Estate Services Loretta Phinney,",5.0,0,86684.4,Mississauga--Lakeshore
W4496941,L5M4Y3,2300000.0,Single Family,"5227 ROTHESAY CRT|Mississauga, Ontario L5M4Y3",-79.70262790000002,43.57234370000001,House,6.0,5,2.0,58.27 x 143.8 FT ; Pie Shaped (200 Ft Rear Depth),SAM MCDADI REAL ESTATE INC.,5.0,0,8379.226,Mississauga--Streetsville
W4496214,L5C4P7,4288000.0,Single Family,"2025 HEARTWOOD CRT|Mississauga, Ontario L5C4P7",-79.61229770000001,43.5583458,House,5.0,4 + 1,2.0,261 x 180.65 FT   ; As Per Survey|1/2 - 1.99 acres,SUTTON GROUP QUANTUM REALTY INC.,4.0,1,47149.65,Mississauga--Lakeshore
W4496007,L5M5A2,1989800.0,Single Family,"1644 THE CHASE|Mississauga, Ontario L5M5A2",-79.70179820000001,43.56631270000001,House,5.0,5 + 1,2.0,85.43 x 138.25 FT,RE/MAX PROFESSIONALS INC.,5.0,1,11810.6975,Mississauga--Streetsville
W4495355,L5G2P8,3848000.0,Single Family,"243 OAKHILL RD|Mississauga, Ontario L5G2P8",-79.60369759999998,43.5615012,House,7.0,4 + 1,2.0,100 x 135 FT,RE/MAX REALTY ENTERPRISES INC.,4.0,1,13500.0,Mississauga--Lakeshore
W4493843,L5G2S8,2180888.0,Single Family,"1590 PINETREE CRES|Mississauga, Ontario L5G2S8",-79.6084916,43.5570187,House,3.0,3 + 2,1.0,83.67 x 210.17 FT,ROYAL LEPAGE MEADOWTOWNE REALTY,3.0,2,17584.923899999998,Mississauga--Lakeshore
30746477,L5G2S8,2180888.0,Single Family,"1590 Pinetree Crescent|Mississauga, Ontario L5G2S8",-79.607698,43.55769,House,3.0,3 + 2,1.0,1/2 - 1.99 acres,ROYAL LEPAGE MEADOWTOWNE REALTY,3.0,2,86684.4,Mississauga--Lakeshore
W4491172,L5C1V3,2595000.0,Single Family,"2224 PINENEEDLE ROW|Mississauga, Ontario L5C1V3",-79.6226333,43.5571671,House,4.0,4,,"110 x 279.32 FT ; Irre Lot 110.17 Ne, 279.32 Se, 191.7",RE/MAX PROFESSIONALS INC.,4.0,0,30725.2,Mississauga--Lakeshore
W4490085,L5C1V3,3850000.0,Single Family,"2136 PINENEEDLE ROW|Mississauga, Ontario L5C1V3",-79.6203161,43.557747799999994,House,6.0,4 + 1,2.0,117.3 x 120 FT,HOMELIFE/CIMERMAN REAL ESTATE LIMITED,4.0,1,14076.0,Mississauga--Lakeshore
W4488801,L5A1A4,1095000.0,Single Family,"173 NORTH SERVICE RD|Mississauga, Ontario L5A1A4",-79.5959304,43.5725001,House,1.0,3 + 2,,86.76 x 177.58 FT,CITYVIEW REALTY INC.,3.0,2,15406.840800000002,Mississauga--Lakeshore
W4487370,L4Y3B9,1099000.0,Single Family,"3230 RYMAL RD|Mississauga, Ontario L4Y3B9",-79.604345,43.6012682,House,3.0,3 + 2,1.0,53 x 126 FT,RE/MAX REALTY ONE INC.,3.0,2,6678.0,Mississauga East--Cooksville / Mississauga-Est--Cooksville
W4485884,L5G1X4,1188000.0,Single Family,"228 ANGELENE ST|Mississauga, Ontario L5G1X4",-79.5816998,43.564167299999994,House,4.0,3,2.0,25 x 115 FT,FOREST HILL REAL ESTATE INC.,3.0,0,2875.0,Mississauga--Lakeshore
W4480656,L5G3L2,2795000.0,Single Family,"29 OAKWOOD AVE S|Mississauga, Ontario L5G3L2",-79.5768277,43.5574032,House,5.0,4 + 1,2.0,50 x 120 FT,HODGINS REALTY GROUP INC.,4.0,1,6000.0,Mississauga--Lakeshore
